date,title,link,content
2019-02-27 15:14:53,"['1조원대 공모' 홈플러스리츠, 내달 코스피 상장 추진]",https://n.news.naver.com/mnews/article/001/0010662304?sid=101,"[




    (서울=연합뉴스) 국내 첫 조 단위 공모 부동산투자회사(REITs·리츠)인 홈플러스리츠(한국리테일홈플러스제1호위탁관리부동산투자회사)가 다음 달 유가증권시장 상장을 추진한다고 27일 전했다. 2019.2.27 [웨버 샌드윅 제공]    photo@yna.co.kr▶네이버 홈에서 [연합뉴스] 채널 구독하기▶뭐 하고 놀까? #흥  ▶기사보다 생생한 북미회담 소식 '뉴스라이브'
]"
2019-02-19 17:10:02,['IB 강자' 메리츠證…지난해 수익 1위 비결은],https://n.news.naver.com/mnews/article/015/0004095526?sid=101,"[
2018년 IB부문 실적 보니부동산 시장 침체에도 인수금융·항공기 대체투자 주효 작년 순영업수익 3336억 올려 미래에셋대우는 성장속도 1위 순영업수익 증가율 27% 달해[ 오형주 기자  ] 메리츠종금증권이 지난해 주요 증권사 중 투자은행(IB) 부문에서 가장 뛰어난 실적을 올린 것으로 나타났다. 미래에셋대우는 증권업계 최대인 자기자본을 앞세워 가파른 성장세를 보였다.



메리츠, 투자다변화 전략 적중19일 하나금융투자에 따르면 지난해 메리츠종금증권은 기업금융 등 IB부문에서만 3336억원의 순영업수익(판매관리비 차감 전 영업이익)을 올렸다. 상장 증권사 가운데 가장 많은 액수다.메리츠종금증권 IB의 저력은 증시 부진으로 상당수 증권사가 ‘쇼크’ 수준의 실적을 냈던 작년 4분기에 돋보였다. 작년 4분기 메리츠종금증권 IB부문 순영업수익은 1118억원으로 전년 동기 대비 60.2% 증가했다. 메리츠종금증권이 작년 4분기에 분기 기준 사상 최대인 1142억원의 순이익을 내며 한국투자증권(874억원)을 제치고 순이익 1위를 차지하는 데 ‘1등 공신’ 역할을 했다는 평가다.당초 증권업계에선 지난해 부동산 시장이 불황에 빠진 영향으로 프로젝트 파이낸싱(PF) 비중이 높은 메리츠종금증권 IB의 수익성이 나빠질 것이라는 전망이 많았다. 하지만 뚜껑을 열어 보니 이런 우려는 기우였던 것으로 드러났다.장효선 삼성증권 연구원은 “메리츠종금증권은 국내 부동산 금융 중심의 IB 포트폴리오를 인수금융과 항공기 등 국내외 대체투자로 다변화하는 데 성공했다”고 분석했다. 메리츠종금증권의 해외 IB 딜 거래액은 2016년 1600억원에서 지난해 1조8000억원으로 급증했다.증가 속도 가장 빨랐던 미래에셋대우미래에셋대우는 지난해 IB부문에서 3246억원의 순영업수익을 거두며 메리츠종금증권을 바짝 추격했다. 미래에셋대우 IB의 전년 대비 순영업수익 증가율은 26.9%로 메리츠종금증권(4.2%) 한국투자증권(9.6%) NH투자증권(8.2%)을 크게 앞섰다.미래에셋대우는 지난해 하반기 부진한 실적을 냈다. 주가연계증권(ELS) 등 트레이딩 부문에서 순이익 규모가 크게 줄면서 작년 4분기에는 순이익이 전년 동기 대비 72.2% 급감했다.그런 와중에도 IB만큼은 군계일학이었다는 평가를 받았다. 이남석 KB증권 연구원은 “작년 4분기 미래에셋대우는 IB에서만 전년 동기 대비 59.4% 늘어난 843억원의 순영업수익을 올려 트레이딩 부문 실적 악화 타격을 일부 만회했다”며 “업계 최대 자기자본(작년 9월 말 기준 약 8조3000억원)을 바탕으로 국내외 인수금융과 대체투자 딜에 적극 참여해 축적한 경험은 차별화된 경쟁력”이라고 설명했다.NH證·한투도 선전작년 4분기에 실적이 신통치 않았던 NH투자증권도 IB부문 호조는 위안거리였다. NH투자증권 IB는 작년 4분기에 전년 동기 대비 66.6% 늘어난 780억원의 순영업수익을 올렸다. 작년 4분기에 SK해운 ADT캡스 CJ제일제당 등 굵직한 인수금융 딜과 ‘나인원 한남’ PF 실적 등이 반영되면서 IB 수익 규모가 커졌다. 증권업계에서는 NH투자증권이 올해도 서울스퀘어 빌딩과 삼성SDS타워, 여의도 MBC 등 대형 부동산에 대한 투자에 힘입어 큰 폭의 IB 성장세를 이어갈 것으로 보고 있다.한국투자증권은 지난해 IB부문에서 별도 재무제표 기준으로 전년(1857억원) 대비 9.6% 증가한 2036억원의 순영업수익을 내며 성장세를 이어갔다. 다만 작년 4분기에는 IB에서 전년 동기 대비 7.4% 줄어든 525억원의 순영업수익을 올리는 데 그쳤다. 증권업계 관계자는 “작년에 메리츠종금증권 등 IB 비중이 큰 증권사의 실적이 상대적으로 좋았다는 점은 시사하는 바가 크다”며 “리테일과 트레이딩 등 다른 부문 실적이 시황에 따라 들쑥날쑥한 흐름을 보이는 만큼 가장 확실한 수익원인 IB 강화를 위한 경쟁은 올해 한층 더 치열해질 것”이라고 말했다.오형주 기자 ohj@hankyung.com[한경닷컴 바로가기] [모바일한경 구독신청] 네이버에서 한국경제 채널 구독하기 &lt;자세히 보기&gt; ⓒ 한국경제 &amp; hankyung.com, 무단전재 및 재배포 금지
		]"
2019-02-13 11:43:23,[홈플러스 리츠 상장…국내 투자자 매물받이 되나?],https://n.news.naver.com/mnews/article/016/0001498498?sid=101,"[
업황부진에 본체 매각 난항부동산부터 팔아 투자 회수배당 낮추고 공모가 높여도최고수익 기회 80% 해외로



MBK파트너스의 홈플러스 리츠 상장을 앞두고 시장의 기대와 우려가 교차하고 있다. 단기적으로는 안정적 배당매력이 높아보이지만, 길게 보면 성장 정체에 대한 뚜렷한 해답을 찾기 어려워서다. 가장 확보가 쉬운 단기수익의 기회는 대부분이 해외 기관투자자들에게만 배정됐다. 업황이 악화될 경우 국내 투자자들이 이들의 매물받이가 될 가능성을 배제하기 어렵다.‘홈플러스 리츠(한국리테일홈플러스제1호위탁관리리츠)’는 이르면 오는 3월께 2조5000억원 규모로 상장될 것으로 전망된다.리츠는 부동산을 매입하고 여기에서 난 수익(임대료 및 자산 매각 차익)의 90% 이상을 투자자들에게 배당해주는 회사다. ‘홈플러스 리츠’는 (주)홈플러스홀딩스의 매장 44곳과 (주)홈플러스스토어즈의 매장 7곳을 매입한 뒤 임대료를 받고 이를 다시 주주들에게 6개월 단위로 배당한다.대형유통점 매장은 오피스 빌딩과 달리 용도가 제한적이다. 타업종이 활용하기 어렵다. 이 때문에 할인점의 지속적인 영업이 담보되어야 한다. 그런데 이마트 등 대형할인점들은 최근 온라인쇼핑 시장 확대로 고전 중이다. 최근 산업통상자원부가 발표한 유통 업계 동향에 따르면 지난해 국내 대형마트의 매출은 전년 대비 2.3% 줄었다. 온오프라인 유통 업태를 통틀어 유일하게 매출이 감소했다. 지난 12일 국제신용평가사 무디스 역시 업황 우려를 반영해, 또 다른 대형마트인 이마트의 ‘Baa2’ 신용등급 하향 조정까지 착수한 상태다.홈플러스도 2014년과 2015년 각각 2989억원, 1826억원 당기순손실 이후 2016년 흑자전환(3231억원)에 성공했으나, 2017년에는 다시 전년보다 당기순이익이 28%가량 감소한 2339억원을 기록했다. 지난해엔 홈플러스 동김해점과 부천중동점을 폐점하기까지 했다.홈플러스에 무려 7조3000억원을 투입하도고 투자회수가 어려워진 MBK파트너스가 내놓은 묘수로, 일종의 자산유동화다. 홈플러스홀딩스와 홈플러스스토어즈가 보유한 51개 매장이 ‘홈플러스 리츠’에 매각되면 4조3230억원의 자금이 이들 계열사에 유입된다. MBK입장에선 홈플러스 계열사로 들어간 자금을 활용해 현금 회수 기회를 마련할 수 있다.MBK는 최근 공모가를 낮추고, 편입자산을 확대하면서까지 공모 흥행에 사활을 걸고 있다. 이렇게 되면 초기 공모주를 받는 투자자들의 이익이 극대화된다. 이미 전체 공모물량 중 80%를 투자은행(IB)이 총액인수하기로 한 상태다. 씨티글로벌마켓증권과 골드만삭스이 각각 32%, 노무라금융투자(주)와 다이와증권캐피탈마켓코리아(주)이 각각 8%씩 물량을 떠 안고 기관투자자에 매각해야 하는 상황이다.홈플러스에 이어 유통공룡인 롯데그룹도 리츠 자산관리회사(AMC) 설립이 속도를 내고 있다. 지난달 예비인가를 획득한 데 이어 이르면 이달 본인가를 받을 예정이다. 신세계 그룹 역시 보유 부동산 유동화에 관심을 가지고 있는 것으로 알려졌다.한편, 홈플러스는 2017년 온라인 부문에서 약 120억원 영업이익(감가상각 차감 전 기준)을 내는 등 온라인 시장 경쟁력을 강조하고 있다. 또 MBK 관계자는 “MBK가 홈플러스를 인수할 때 대출한 금액을 일부 상환하고, 나머지 금액으로 홈플러스 영업을 위한 재투자를 진행할 예정”이라고 밝혔다. 김지헌 기자/raw@heraldcorp.com▶네이버에서 헤럴드경제 채널 구독하기▶앱에서 구매하고 스벅 커피받자  헤럴드 리얼라이프 ▶헤럴드경제 사이트 바로가기 - Copyrights ⓒ 헤럴드경제 &amp; heraldbiz.com, 무단 전재 및 재배포 금지 -
		]"
2019-02-20 10:41:09,"[[시황점검] 10시 40분 코스피 1% 대 상승폭 기록 - 외인 순매수(1,659억원)]",https://n.news.naver.com/mnews/article/215/0000739568?sid=101,"[
[한국경제TV 라이온봇 기자][코스피 시황점검]2월 20일 10시 40분 코스피는 전일 대비 21.99p(1%) 큰 폭으로 상승한 2227.62p를 기록하고 있다.



[그림 1] 현재 시각 코스피, 상승 및 하락 종목 수현재 코스피는 전체 상장 종목 중 388개 종목이 상승세를 보이고 있으며, 403개 종목은 하락중이다. 102개 종목은 보합세를 나타내고 있다.



[그림 2] 최근 한달간 투자자별 매매동향투자자별 매매동향을 살펴보면 외인이 홀로 1,659억원 순매수 하고 있다. 반면, 기관과 개인은 각각 -681억원, -946억원 순매도 중이다.[업종동향]업종별로는 상승이 우세하다.철강,금속(1.68%), 전기,전자(1.62%), 화학(1.48%), 운수창고(1.3%), 운수장비(1.29%), 제조업(1.27%), 전기가스업(1.15%), 종이,목재(0.95%), 유통업(0.93%), 서비스업(0.82%), 증권(0.41%), 의료정밀(0.36%), 기계(0.36%), 금융업(0.32%), 음식료품(0.26%), 보험(0.26%), 비금속광물(0.24%), 의약품(0%) 등은 상승중이다.  반면, 통신업(-0.07%), 건설업(-0.09%), 섬유의복(-0.23%), 은행(-1.06%) 등은 하락세를 나타냈다. [시가총액 상위 종목 동향]시가총액 상위 10개 기업은 대부분 기업이 상승세를 기록하고 있다.""대장주"" 삼성전자는 전일(45,950원) 대비 950원(2.07%) 오른 46,900원에 거래되고 있다.SK하이닉스(1.9%), POSCO(1.68%), 한국전력(1.36%), 현대차(1.26%), 삼성물산(0.86%), LG화학(0.38%), 삼성바이오로직스(0.13%) 등은 상승중이다. 셀트리온, SK텔레콤 등 종목은 보합세를 보이고 있다.이외에 풍산(7.53%), LS(6.79%), BGF리테일(6.15%), 금호석유(5.9%), 한화케미칼(5.5%) 등이 강한 상승세를 보이고 있다.



라이온봇 기자 -한국경제TV※ 본 기사는 한국경제TV와 '거장들의 투자공식이'자체 개발한 '라이온봇 기자'가 실시간으로 작성한 기사입니다.라이온봇기자 ▶ 네이버 홈에서 [한국경제TV] 채널 구독하기 [생방송보기]▶ 대한민국 재테크 총집결! - [증권 / 주식상담 / 부동산]ⓒ 한국경제TV, 무단 전재 및 재배포 금지
		]"
2019-02-27 15:35:10,"[홈플러스, 1조7000억원 규모 초대형 리츠 공개… 배당수익률은?]",https://n.news.naver.com/mnews/article/417/0000384310?sid=101,"[




구영우 한국리테일투자운용 대표가 27일 여의도 홍우빌딩에서 진행된 ‘홈플러스 리츠 상장 기자 간담회’에서 홈플러스 리츠 상장과 관련한 주요 사항을 발표하고 있다. /사진=웨버 샌드윅국내 대형마트 홈플러스는 한국리테일투자운용과 함께 초대형 리츠 상품 상장에 나섰다. 다음달 29일 코스피시장에 상장할 예정인 ‘한국리테일홈플러스제1호위탁관리부동산투자회사’(이하 홈플러스 리츠)는 공모규모만 1조5650억~1조7274억원에 달할 것으로 예상된다.홈플러스 리츠 자산운용을 담당하게 된 한국리테일투자운용은 27일 기업공개(IPO) 간담회에서 이같이 밝혔다. 홈플러스 리츠는 오는 28일부터 내달13일까지 수요예측을 마치고 3월18~20일까지 공모청약을 진행한다.예정대로 상장하게 되면 그동안 여러 제약으로 어려움을 겪었던 글로벌 투자자들이 투자할 수 있는 대형 한국물 상장 리츠 상품이 될 것으로 기대된다.홈플러스 리츠 총 자산 규모는 약 4조3000억원(공모희망가액 상단 5000원 기준)으로 국내 최대 규모이며 지분 100% 기준 시가총액은 2조4677억원에 이른다.한국리테일투자운용은 다른 공모 리츠에 비해 최소 7배에서 최대 100배까지 차이나는 규모라고 설명했다.홈플러스 리츠는 전국 지역별 핵심상권에 위치한 홈플러스 매장 51개를 매입한다. 2020년 3월부터 2023년 3월까지 4년간 한번씩 1700억~2300억원 규모로 리츠에 편입되지 않은 나머지 홈플러스 소유 매장에 대한 콜옵션을 행사할 수 있는 권리도 부여받았다.홈플러스 리츠는 신주공모방식으로 지분의 70%를 상장하며 공모희망가액은 4530~5000원이다. 홈플러스 리츠 법인 지분 30%는 홈플러스스토어즈가 취득한다.구영우 한국리테일투자운용 대표는 “유사 글로벌 상장 리츠 대비 홈플러스 리츠가 최상의 투자 경쟁력을 갖췄다”며 “글로벌리츠지수(EPRA Developed Asia Index)에 편입할 수 있어 유동성이 풍부한 글로벌 투자자들이 믿고 투자할 것”이라고 말했다.



임일순 홈플러스 대표이사 사장이 27일 여의도 홍우빌딩에서 진행된 ‘홈플러스 리츠 상장 기자 간담회’에서 홈플러스의 핵심 성장 전략에 대해 발표하고 있다. /사진=웨버 샌드윅올해 홈플러스 리츠 배당수익률은 싱가포르 포춘 리츠(5.5%), 이온(AEON) 점포대상 리츠(3.6%)의 수익률보다 높은 7%대를 목표로 하고 있다. 상장 리츠 비교그룹의 평균 임대차기간이 5.1년인 것에 비해 홈플러스 리츠는 가중평균 14년의 장기 임차기간을 보유했다는 점도 부각된다.또한 책임임차인 홈플러스의 창고형점포와 신선식품 온라인 시장에서 자리매김한 점도 안정성을 높이는 요인이다.임일순 홈플러스 대표는 “홈플러스는 핵심상권에 위치한 다양한 오프라인 채널과 신선식품을 기반으로 하는 온라인 채널이 결합된 멀티채널 유통기업”이라며 “경쟁사 대비 공간 활용 가치가 큰 점포망을 활용해 시장 선도적인 온오프라인 결합(O2O) 역량을 구축하는 것이 핵심 성장전략”이라고 말했다.또 이번 리츠 상장을 통해 홈플러스 재무구조 강화효과도 기대된다. 대출상환에 따른 이자비용 감소, 줄어드는 감가상각비, 리츠 배당금 등으로 임차료 부담을 상쇄할 수 있기 때문이다. 리츠 상장 후에도 약 2조원의 가치의 점포 30개를 소유할 수 있어 추가 자금 조달 문제도 해결할 수 있다.한편 홈플러스 리츠 상장 대표 주관사는 씨티그룹글로벌마켓증권, 골드만삭스증권회사 서울지점이며 공동주관사는 미래에셋대우, NH투자증권, 노무라금융투자, 다이와증권캐피탈마켓코리아 등이다.홍승우 기자 hongkey86@mt.co.kr▶ 고수들의 재테크 비법 ▶ 박학다식 '이건희칼럼' &lt;저작권자 ⓒ '성공을 꿈꾸는 사람들의 경제 뉴스' 머니S, 무단전재 및 재배포 금지&gt;
		]"
2019-02-15 14:00:37,"[[국제]""알리바바, 독일 유통기업 메트로 中사업 인수 추진""]",https://n.news.naver.com/mnews/article/030/0002784918?sid=104,"[




중국 최대 전자상거래기업 알리바바그룹이 독일 유통 대기업 메트로의 중국 사업 인수를 추진하고 있다고 로이터통신이 14일(현지시간) 보도했다.로이터통신은 알리바바와 메트로가 아직 협상 초기 단계이며, 계약이 결렬될 가능성도 있다고 전했다.알리바바와 메트로는 이 보도에 답변을 거부했다.지난해 알리바바의 최대 경쟁사인 텐센트는 프랑스 유통업체 까르푸와 손 잡았다. 텐센트는 대형 슈퍼마켓 체인 융후이마트와 공동으로 까르푸차이나에 투자했다.알리바바는 온라인 쇼핑 플랫폼 타오바오와 티몰, 음식 배달 애플리케이션(앱)인 '어러머'를 보유하고 있다. 최근 '신유통' 전략을 펼치며 온·오프라인 쇼핑 경험 통합에 노력하고 있다.이 소식통은 알리바바가 메트로와 같은 대형 도매업체와 손을 잡으면, 신선식품 체인인 '허마' '이궈'와 함께 시너지 효과를 낼 수 있다고 전했다.알리바바는 오프라인 유통시장에서 빅데이터 역량을 강화하기 위해 2017년에는 중국 대형 하이퍼마켓 사업자인 선아트리테일의 주요 지분을 약 28억7000만달러에 사들인 바 있다.메트로는 최근 몇년 동안 식료품 도매체인인 '캐시앤드캐리' 사업에 집중하며 카우프호프 백화점 등을 매각하는 등 구조조정을 단행했다. 이번 주에는 손실을 안기고 있는 하이퍼마켓 체인 리얼도 정리할 계획이라고 밝혔다.메트로는 중국에는 95개의 점포가 있으며, 베이징과 상하이 등 주요 거점에 부동산 자산도 보유하고 있다.김명희기자 noprint@etnews.com▶ 디지털트랜스포메이션을 위한 RPA, 도입 가이드▶ 네이버 모바일에서 [전자신문] 채널 구독하기▶ 전자신문 바로가기 [Copyright ⓒ 전자신문 &amp; 전자신문인터넷, 무단전재 및 재배포 금지]
]"
2019-02-09 08:00:36,[[머니+ 베스트컬렉션] KB자산운용 'KB헤지펀드솔루션펀드'],https://n.news.naver.com/mnews/article/011/0003501776?sid=101,"[
국내 헤지펀드 60% 편입...500만원으로도 가입



[서울경제] KB자산운용은 개인 투자자도 소액으로 헤지펀드에 가입한 효과를 누릴 수 있는 ‘KB헤지펀드솔루션펀드’를 출시했다. 고액자산가들의 전유물로 여겨졌던 사모헤지펀드의 최소가입금액은 1억원이지만 이 펀드의 최소가입금액은 일반 투자자들도 소액으로 가입할 수 있는 500만원이다.KB헤지펀드솔루션펀드에는 멀티전략, 롱숏, 메자닌 등 다양한 투자전략을 통해 절대 수익을 추구하는 국내 헤지펀드가 주로(60% 이상) 편입된다. 해외 헤지펀드와 부동산펀드 등 대체투자자산에도 일부(40% 이내) 투자할 예정이다. KB헤지펀드솔루션펀드는 수익률, 변동성, 위험지표 등 정량평가와 투자프로세스, 업계평판 등 정성평가 요건을 반영해 우수한 헤지펀드를 10개 내외로 선별한 후 전략별·자산별로 비중을 최적화해 운용한다.박인호 KB자산운용 리테일본부 상무는 “철저한 피투자펀드 모니터링과 주기적인 리밸런싱을 통해 수익률을 안정적으로 관리하겠다”고 전했다. 납입금액의 1.0%를 선취하는 A형(연보수 0.845%)과 0.5%를 선취하는 A-E형(온라인 전용, 연보수 0.645%), 선취수수료가 없는 C형(연보수 1.345%)과 C-E(온라인 전용, 연보수 0.895%)형 중에서 선택할 수 있다. 이 상품은 KB국민은행, KB증권, 신한금융투자, 유안타증권을 통해 판매된다./권용민기자 minizzang@sedaily.com[서울경제 바로가기]Telegram으로 서울경제 뉴스를 실시간으로 받아보세요 [바로가기▶]프리미엄 미디어 Signal이 투자의 바른 길을 안내합니다 [바로가기▶]저작권자 ⓒ 서울경제, 무단 전재 및 재배포 금지
		]"
2019-02-12 10:14:59,[홈플러스 리츠 오는 3월 말 코스피시장 상장],https://n.news.naver.com/mnews/article/029/0002507880?sid=101,"[
			[디지털타임스 김민주 기자] 한국리테일홈플러스제1호위탁관리부동산투자회사(이하 홈플러스 리츠)가 오는 3월 말 코스피시장에 상장한다. 홈플러스 리츠는 지난달 23일 코스피시장 상장을 위한 증권신고서를 제출한 이후 본격적인 공모절차에 돌입한다고 12일 밝혔다. 홈플러스 리츠는 홈플러스 및 홈플러스스토어즈가 소유한 대형마트 81개점 중 51개점을 기초자산으로 하는 부동산간접투자기구다. 홈플러스 리츠는 한국 시장에서 선보이는 사상 첫 대규모 공모리츠로서 공모리츠 시장에서 상당한 규모의 부동산 포트폴리오에 투자할 수 있는 기회를 제공한다.상장 이후 EPRA(European Public Real Estate Association) 지수에 편입될 수 있는 조건을 확보해 글로벌 부동산 투자자의 관심도 역시 높아질 것으로 기대된다. 홈플러스 리츠는 상장 이후 첫 12개월 기준 목표 배당수익률을 6.6~7.0%로 계획하고 있다. 내년 3월부터 2023년 3월까지 4년간 홈플러스가 보유한 대형마트를 추가로 편입할 수 있는 콜 옵션 및 콜옵션 대상 매장을 포함해 홈플러스 소유 30개 대형마트에 대한 우선매수권도 보유하고 있다. 더불어 책임임대차 계약 상 연 2.5%의 임대료 수익 성장이 가능한 구조를 확보하고 있다. 이를 바탕으로 상장 이후에도 지속적인 자산 편입 및 임대료 상승을 통해 성장을 지속할 것이라는 계획이다.홈플러스 리츠의 공모희망가는 4530~5000원으로 총 공모금액은 1조5650억~1조7274억원이다. 이달 28일부터 내달 13일까지 기관투자자들의 수요예측을 거친 후 18~20일 공모청약을 진행한다. 3월 말 유가증권시장에 상장할 예정되며 공동대표주관사는 씨티그룹글로벌마켓증권, 골드만삭스증권회사 서울지점이다. 공동주관사는 노무라금융투자, 다이와증권캐피탈마켓코리아, NH투자증권, 미래에셋대우다.김민주기자 stella2515@dt.co.kr



 디지털타임스 홈페이지 바로가기 / 디지털타임스 뉴스 더보기네이버 채널에서 '디지털타임스'를 구독해주세요.
]"
2019-02-27 11:17:16,"[하나대체운용, 美보스턴 아파트 개발사업 투자 펀드 출시]",https://n.news.naver.com/mnews/article/001/0010661278?sid=101,"[
			(서울=연합뉴스) 김아람 기자 = 하나대체투자자산운용은 미국 보스턴 시포트 지역 콘도미니엄·아파트·리테일 개발사업에 대한 메자닌 대출에 투자하는 펀드 '하나대체투자전문투자형사모부동산투자신탁96호'를 출시했다고 27일 밝혔다.    이 개발사업은 콘도 2개 동과 아파트 1개 동으로 이뤄졌다. 2015년 모건스탠리로부터 토지를 사들여 2017년에 공사를 시작했으며 올해 하반기 준공 예정이다.    리테일 부분은 리테일 전문 개발·운영업체에 매각이 완료됐으며 콘도 선분양 계약도 활발하게 진행되고 있다고 운용사 측은 전했다.    사업지 인근에는 보스턴 컨벤션센터와 월드트레이드센터가 있고 아마존, 스테이트스트리트, 보스턴 컨설팅 그룹 등 다국적 기업이 밀집했다.    미국 부동산 전문 투자회사 코튼우드가 이 사업 시행과 자산관리를 책임진다.    펀드 투자 규모는 전체 메자닌 대출(2억9천950만 달러) 중 5천150만 달러(약 600억원) 수준이다.    펀드 만기까지의 기간은 2년 9개월로 배당수익은 6개월 단위로 분배한다. 중도 환매는 불가능한 폐쇄형 상품이다.



    rice@yna.co.kr▶네이버 홈에서 [연합뉴스] 채널 구독하기▶뭐 하고 놀까? #흥  ▶기사보다 생생한 북미회담 소식 '뉴스라이브'
]"
2019-02-14 05:40:57,[출시 10분 만에 완판…부동산펀드로 돈 몰린다],https://n.news.naver.com/mnews/article/018/0004310317?sid=101,"[
‘KB와이즈스타 부동산투자신탁 제1호’ 펀드, 10분 만에 완판중위험·중수익 노린 시중자금 유입 이어져



[이데일리 이동훈 기자][이데일리 오희나 기자] 증시 변동성이 높아지면서 투자자들의 관심이 부동산펀드로 모아지고 있다. 일부 공모펀드는 출시후 10분만에 완판 되는 등 중위험·중수익을 노리는 시중 유동자금이 대체투자자산으로 몰리고 있다. 13일 펀드평가사 KG제로인에 따르면 국내부동산펀드는 최근 6개월 기준 5.03% 수익률을 기록했다. 같은 기간 국내 주식형펀드 수익률이 -3.91%임을 감안하면 우수한 성과다. 개별 펀드 중에서는 ‘하나대체투자티마크그랜드종류형부동산 1 ClassA’가 7.50%를 기록했고 ‘이지스코어오피스공모부동산 117(ClassA)’펀드도 4% 수익을 냈다. ‘유경공모부동산 1ClassA’와 ‘이지스부동산 194’펀드도 각각 3.79%, 3.41% 성과를 기록했다. 그동안 기관투자가들의 전유물로 여겨졌던 부동산펀드는 지난해 공모펀드가 잇따라 출시되면서 시중 자금을 끌어모았다. 지난해만 해도 2807억원 가량이 부동산 공모펀드에 유입됐다. 올해도 이같은 흐름이 이어지면서 KB자산운용이 지난 11일 공모로 출시한 ‘KB와이즈스타 부동산투자신탁 제1호’ 펀드는 판매를 시작한 지 10분 만에 설정액 750억원을 모두 채워 완판되는 성과를 올리기도 했다. 이 펀드는  KB국민은행 구 명동사옥에 투자하는 상품으로 미국 부동산 전문 금융사인 안젤로고든은 해당 부지에 지하3층~지상18층, 연면적 8096평 규모의 신축 리테일 및 호텔 복합시설을 개발할 예정이다.박인호 KB자산운용 리테일본부 상무는 “이 펀드는 5% 초반의 안정적인 수익추구가 가능한 상품”이라며 “KB금융그룹 차원에서 국민은행과 자산운용간 시너지효과를 낸 대표사례로 알려지면서 출시 전부터 입소문을 탄 결과”라고 말했다. 시장에서는 부동산펀드의 인기몰이가 올해도 이어질 것으로 전망하고 있다. 정부의 부동산 규제 정책으로 부동산 가격은 꺾이는 추세지만  부동산펀드는 환매제한 기간이 있어 투자기간이 길고 임대료나 대출채권을 바탕으로 분기마다 수익을 배분하기 때문에 안정적인 수익이 가능하다. 주식보다 변동성은 낮고 은행이자나 채권 보다 상대적으로 수익률이 높은 점도 강점이다. 이지스자산운용 관계자는 “최근 5년간 주식, 채권, 예금, 퇴직연금의 수익률은 2% 전후인 반면, 부동산펀드는 실물자산의 매각차익을 제외하더라도 5% 이상으로 나타나고 있다”며 “올해 역시 부동산펀드의 양호한 수익률을 바탕으로 기관투자자뿐만 아니라 공모를 통한 개인의 투자도 확대돼 부동산펀드 규모는 더욱 증가할 것으로 보인다”고 말했다. 다만 당초 투자계획이 잘못되면 원금 손실을 입을 수 있어 투자 상품에 대해 꼼꼼하게 따져보는 것이 중요하다. 실제로 ‘하나UBS클래스원특별자산 3 ClassC1’는 서울 양재동 복합물류단지 파이시티에 투자했다가 시공사가 워크아웃에 들어가면서 청산절차를 진행하고 있다. 파인아시아의 부동산대출채권에 투자하는 ‘PAM부동산3’도 시행사가 워크아웃에 들어가면서 투자실패 사례로 꼽힌다.오희나 (hnoh@edaily.co.kr)이데일리 채널 구독하면 [방탄소년단 실물영접 기회가▶]꿀잼가득 [영상보기▶] , 빡침해소!청춘뉘우스~ [스냅타임▶]＜ⓒ종합 경제정보 미디어 이데일리 - 무단전재 &amp; 재배포 금지＞
]"
